,Amount_Requested,Interest_Rate,Loan_Length,Debt_To_Income_Ratio,Monthly_Income,Open_CREDIT_Lines,Revolving_CREDIT_Balance,Inquiries_in_the_Last_6_Months,Employment_Length,FICO_avg,Loan_Purpose,State,Home_Ownership
596,15000.0,14.33,36.0,16.38,5500.0,10.0,12413.0,2.0,3.0,702.0,credit_card,MD,MORTGAGE
597,10000.0,13.11,36.0,14.12,7500.0,12.0,3235.0,0.0,6.0,682.0,credit_card,CA,RENT
598,5950.0,12.12,36.0,21.54,5000.0,9.0,47746.0,0.0,10.0,692.0,credit_card,FL,MORTGAGE
599,10000.0,10.99,36.0,8.23,5833.33,15.0,11620.0,0.0,1.0,702.0,debt_consolidation,NY,OWN
600,4000.0,15.23,36.0,10.73,2916.67,6.0,1651.0,1.0,6.0,672.0,other,MA,RENT
601,15000.0,7.88,36.0,0.53,10417.0,8.0,1343.0,1.0,1.0,782.0,home_improvement,VA,MORTGAGE
602,10000.0,15.31,36.0,18.6,2500.0,8.0,9092.0,1.0,1.0,667.0,debt_consolidation,NY,RENT
603,8875.0,13.11,36.0,30.46,2166.67,9.0,6797.0,1.0,2.0,702.0,other,TX,OWN
604,2400.0,10.74,36.0,11.2,2000.0,4.0,3055.0,0.0,10.0,707.0,credit_card,NY,RENT
605,25000.0,20.53,60.0,18.5,8000.0,9.0,19548.0,0.0,3.0,677.0,debt_consolidation,NJ,RENT
606,5500.0,16.07,36.0,19.35,3937.08,6.0,689.0,8.0,10.0,687.0,other,FL,MORTGAGE
607,6000.0,12.53,36.0,23.07,2916.67,11.0,3334.0,0.0,2.0,687.0,credit_card,PA,RENT
608,18000.0,19.05,60.0,6.28,7500.0,8.0,20675.0,1.0,10.0,692.0,debt_consolidation,MD,MORTGAGE
609,28000.0,7.9,36.0,5.81,7000.0,8.0,771.0,2.0,9.0,802.0,small_business,WA,MORTGAGE
610,32000.0,16.29,60.0,15.14,7055.0,8.0,16174.0,1.0,6.0,727.0,debt_consolidation,AZ,RENT
611,6000.0,13.11,36.0,4.53,2625.0,5.0,4299.0,1.0,10.0,692.0,credit_card,NY,RENT
612,7200.0,8.9,60.0,25.16,3750.0,13.0,7283.0,0.0,6.0,752.0,debt_consolidation,LA,MORTGAGE
613,11500.0,11.14,36.0,10.47,2916.67,6.0,9562.0,0.0,1.0,702.0,debt_consolidation,AL,RENT
614,4800.0,5.42,36.0,10.23,6333.33,13.0,10704.0,0.0,10.0,792.0,major_purchase,FL,MORTGAGE
615,4000.0,10.65,36.0,23.4,2333.33,21.0,3522.0,0.0,7.0,687.0,debt_consolidation,NC,MORTGAGE
616,15000.0,10.65,36.0,14.36,9083.33,11.0,26902.0,0.0,3.0,722.0,other,CA,RENT
617,15000.0,17.99,36.0,21.04,5319.17,13.0,5613.0,3.0,2.0,677.0,debt_consolidation,TX,MORTGAGE
618,25000.0,12.42,36.0,1.05,16666.67,7.0,2839.0,0.0,10.0,707.0,debt_consolidation,CA,MORTGAGE
619,4800.0,18.75,60.0,27.69,1560.0,9.0,6563.0,0.0,1.0,682.0,other,TX,RENT
620,9500.0,6.62,36.0,19.28,3583.33,8.0,5240.0,0.0,10.0,737.0,debt_consolidation,GA,MORTGAGE
621,15000.0,12.53,36.0,13.78,8750.0,8.0,21702.0,3.0,1.0,707.0,home_improvement,MO,MORTGAGE
622,6000.0,13.98,36.0,7.73,6250.0,6.0,3507.0,0.0,4.0,677.0,debt_consolidation,CO,RENT
623,12300.0,6.03,36.0,7.15,6666.67,10.0,10976.0,0.0,10.0,742.0,debt_consolidation,VA,RENT
624,24000.0,7.51,36.0,17.95,4250.0,6.0,19509.0,0.0,2.0,757.0,other,PA,OWN
625,2000.0,11.12,36.0,20.5,6833.33,19.0,20653.0,5.0,5.0,707.0,other,NY,MORTGAGE
626,14000.0,9.76,36.0,22.55,8750.0,8.0,25026.0,0.0,10.0,712.0,debt_consolidation,NJ,MORTGAGE
627,10000.0,12.12,36.0,5.95,5000.0,5.0,10752.0,0.0,4.0,702.0,debt_consolidation,NJ,OWN
628,13000.0,9.63,36.0,16.14,3500.0,6.0,0.0,1.0,1.0,787.0,small_business,TX,MORTGAGE
629,5000.0,16.29,60.0,11.8,5416.67,7.0,8745.0,1.0,4.0,692.0,other,VA,RENT
630,6000.0,12.42,36.0,11.68,2500.0,6.0,9482.0,0.0,2.0,672.0,credit_card,VA,RENT
631,10050.0,14.33,36.0,6.07,2916.67,9.0,7413.0,1.0,6.0,712.0,debt_consolidation,CA,RENT
632,4800.0,7.9,36.0,19.07,1500.0,12.0,6813.0,3.0,1.0,722.0,debt_consolidation,OH,RENT
633,14400.0,10.74,36.0,5.9,6833.33,15.0,10017.0,0.0,10.0,702.0,debt_consolidation,CA,MORTGAGE
634,11625.0,15.31,36.0,16.73,2833.33,8.0,17469.0,0.0,10.0,697.0,debt_consolidation,CA,RENT
635,18200.0,10.16,36.0,7.95,4750.0,13.0,16184.0,2.0,3.0,722.0,credit_card,NY,RENT
636,20000.0,13.35,36.0,15.68,9160.0,9.0,32392.0,1.0,10.0,712.0,debt_consolidation,TX,MORTGAGE
637,9600.0,17.27,60.0,12.9,3333.33,7.0,13648.0,1.0,10.0,697.0,credit_card,NY,RENT
638,9000.0,11.83,36.0,0.48,4833.0,6.0,0.0,1.0,4.0,717.0,car,MD,RENT
639,35000.0,18.25,60.0,27.69,8083.33,15.0,29300.0,0.0,10.0,727.0,debt_consolidation,MD,RENT
640,1900.0,7.51,36.0,19.27,6000.0,12.0,18397.0,2.0,10.0,737.0,debt_consolidation,PA,MORTGAGE
641,20000.0,13.67,36.0,15.34,5166.67,8.0,12394.0,1.0,6.0,712.0,debt_consolidation,FL,RENT
642,2400.0,10.37,36.0,9.54,3166.67,6.0,2174.0,0.0,1.0,677.0,wedding,MN,MORTGAGE
643,4500.0,11.71,36.0,15.87,3333.33,15.0,11963.0,0.0,6.0,677.0,debt_consolidation,CA,MORTGAGE
644,12000.0,12.12,36.0,19.41,8750.0,10.0,32028.0,1.0,4.0,712.0,debt_consolidation,TX,MORTGAGE
645,10000.0,8.63,36.0,5.91,7500.0,16.0,18343.0,0.0,7.0,732.0,debt_consolidation,GA,MORTGAGE
646,11575.0,7.9,36.0,17.47,2833.33,8.0,5654.0,0.0,10.0,732.0,debt_consolidation,TX,MORTGAGE
647,20000.0,6.62,36.0,21.61,8161.33,14.0,27904.0,1.0,8.0,722.0,credit_card,DC,MORTGAGE
648,6000.0,14.7,36.0,10.23,6500.0,6.0,4103.0,0.0,1.0,642.0,debt_consolidation,MD,RENT
649,2800.0,10.0,36.0,20.32,3250.0,4.0,8717.0,0.0,5.0,702.0,debt_consolidation,CA,RENT
650,6000.0,14.09,36.0,9.93,4250.0,6.0,5815.0,1.0,3.0,682.0,credit_card,CA,RENT
651,20000.0,6.91,36.0,15.16,9208.0,10.0,20965.0,0.0,3.0,737.0,debt_consolidation,CO,RENT
652,22000.0,13.99,60.0,18.28,6083.33,9.0,20181.0,0.0,8.0,722.0,debt_consolidation,MI,MORTGAGE
653,10000.0,13.11,36.0,20.34,5416.67,9.0,8066.0,0.0,10.0,677.0,debt_consolidation,MI,RENT
654,9450.0,12.12,36.0,11.74,4666.67,13.0,17639.0,2.0,10.0,692.0,credit_card,IL,MORTGAGE
655,10400.0,7.66,36.0,13.02,6354.0,10.0,19656.0,3.0,10.0,727.0,debt_consolidation,CA,MORTGAGE
656,15875.0,15.28,60.0,22.1,3000.0,5.0,14289.0,2.0,2.0,722.0,debt_consolidation,CA,RENT
657,18000.0,12.12,60.0,14.89,8333.33,7.0,4038.0,0.0,5.0,732.0,other,VA,MORTGAGE
658,8000.0,8.9,36.0,2.93,5000.0,8.0,5540.0,0.0,2.0,712.0,other,NY,RENT
659,12000.0,14.33,36.0,20.06,4166.67,8.0,14163.0,0.0,2.0,762.0,moving,NY,RENT
660,20000.0,6.54,60.0,12.36,5000.0,9.0,7960.0,2.0,10.0,797.0,debt_consolidation,NY,OWN
661,10000.0,16.77,36.0,18.55,2916.67,9.0,7565.0,3.0,4.0,662.0,debt_consolidation,CA,RENT
662,24500.0,19.03,60.0,23.02,4497.0,13.0,18906.0,0.0,10.0,682.0,debt_consolidation,MD,RENT
663,10000.0,12.12,36.0,19.58,6250.0,17.0,16348.0,0.0,5.0,697.0,debt_consolidation,CA,RENT
664,3600.0,7.9,36.0,26.21,4166.67,19.0,25.0,2.0,3.0,737.0,credit_card,OH,MORTGAGE
665,12000.0,17.49,60.0,6.94,5445.0,8.0,4904.0,0.0,9.0,672.0,debt_consolidation,OR,MORTGAGE
666,6950.0,10.74,36.0,20.71,4583.33,7.0,18814.0,0.0,10.0,687.0,credit_card,IL,OWN
667,8525.0,10.16,36.0,26.14,4583.33,8.0,31398.0,0.0,10.0,707.0,debt_consolidation,MT,MORTGAGE
668,5000.0,14.33,36.0,28.51,2750.0,14.0,5957.0,2.0,3.0,692.0,credit_card,CO,RENT
669,4800.0,18.25,60.0,13.81,3750.0,13.0,16302.0,0.0,10.0,697.0,debt_consolidation,OR,RENT
670,6000.0,13.35,36.0,21.36,5000.0,11.0,4363.0,3.0,10.0,667.0,debt_consolidation,NV,MORTGAGE
671,4000.0,19.22,60.0,9.03,3700.0,19.0,2177.0,2.0,2.0,682.0,small_business,VA,RENT
672,14000.0,6.03,36.0,14.67,7500.0,12.0,16648.0,0.0,10.0,747.0,debt_consolidation,CA,RENT
673,23500.0,14.65,36.0,19.48,4000.0,7.0,20542.0,0.0,5.0,687.0,debt_consolidation,CA,RENT
674,2500.0,15.95,36.0,24.07,1500.0,10.0,2684.0,3.0,1.0,667.0,major_purchase,CA,MORTGAGE
675,2000.0,6.17,36.0,2.63,1600.0,9.0,736.0,0.0,3.0,747.0,major_purchase,CA,RENT
676,24000.0,16.29,60.0,11.77,7800.0,11.0,20676.0,3.0,2.0,677.0,credit_card,NJ,MORTGAGE
677,12800.0,11.49,60.0,6.72,4166.67,7.0,11992.0,1.0,1.0,727.0,debt_consolidation,CT,MORTGAGE
678,8000.0,7.9,36.0,21.58,5166.67,5.0,0.0,0.0,1.0,727.0,wedding,CA,RENT
679,3000.0,9.99,36.0,21.3,2333.33,10.0,3168.0,1.0,1.0,712.0,credit_card,MO,OWN
680,7000.0,7.9,36.0,1.41,12500.0,4.0,5093.0,0.0,7.0,727.0,credit_card,FL,RENT
681,18000.0,13.48,36.0,6.24,8333.33,13.0,14838.0,0.0,10.0,692.0,credit_card,IL,MORTGAGE
682,9000.0,14.11,36.0,8.21,4167.0,7.0,19696.0,1.0,3.0,672.0,debt_consolidation,CA,MORTGAGE
683,11000.0,10.99,36.0,4.26,6666.67,11.0,4124.0,0.0,4.0,697.0,debt_consolidation,SC,MORTGAGE
684,6000.0,7.9,36.0,14.99,4416.67,10.0,2928.0,0.0,2.0,722.0,major_purchase,IL,RENT
685,6500.0,7.74,36.0,18.0,1500.0,5.0,2816.0,0.0,2.0,787.0,debt_consolidation,NH,RENT
686,19500.0,18.49,36.0,9.79,10000.0,16.0,14957.0,1.0,2.0,677.0,credit_card,MD,RENT
687,16000.0,17.27,60.0,19.26,7000.0,7.0,5231.0,1.0,10.0,697.0,major_purchase,MD,RENT
688,18000.0,14.33,60.0,13.98,12916.67,11.0,14890.0,2.0,10.0,687.0,debt_consolidation,KS,MORTGAGE
689,30000.0,23.33,60.0,17.39,7083.33,21.0,56145.0,1.0,10.0,667.0,debt_consolidation,FL,MORTGAGE
690,10000.0,14.09,36.0,5.82,8750.0,14.0,11394.0,0.0,3.0,662.0,debt_consolidation,LA,RENT
691,16000.0,15.58,60.0,12.86,5427.42,11.0,19407.0,1.0,5.0,702.0,debt_consolidation,WA,MORTGAGE
692,35000.0,17.58,36.0,11.8,13333.33,12.0,21393.0,1.0,10.0,692.0,debt_consolidation,MA,MORTGAGE
693,8000.0,13.72,36.0,9.67,7758.33,6.0,12110.0,1.0,2.0,667.0,wedding,TX,RENT
694,14500.0,13.11,36.0,28.29,5988.67,12.0,18020.0,2.0,10.0,702.0,debt_consolidation,WA,MORTGAGE
695,12000.0,10.62,36.0,19.02,5000.0,9.0,11779.0,0.0,1.0,722.0,other,VA,RENT
696,4500.0,13.43,36.0,1.23,11500.0,5.0,1847.0,1.0,1.0,672.0,car,CA,RENT
697,16500.0,11.83,36.0,17.44,4810.08,7.0,24351.0,1.0,3.0,727.0,debt_consolidation,TX,RENT
698,10000.0,9.91,36.0,14.32,3666.67,9.0,17161.0,0.0,1.0,707.0,debt_consolidation,MN,MORTGAGE
699,35000.0,19.05,60.0,13.4,9166.67,7.0,26633.0,0.0,1.0,692.0,credit_card,CA,MORTGAGE
700,21000.0,11.09,36.0,21.28,18333.33,31.0,270800.0,5.0,2.0,747.0,home_improvement,CA,OWN
701,8400.0,15.45,36.0,15.71,7083.33,7.0,14578.0,3.0,1.0,642.0,debt_consolidation,MD,RENT
702,6000.0,7.9,36.0,9.31,1750.0,14.0,5056.0,0.0,6.0,707.0,credit_card,TX,OWN
703,12000.0,19.22,36.0,14.62,4166.67,3.0,6309.0,0.0,6.0,667.0,debt_consolidation,CT,OWN
704,12100.0,16.89,36.0,11.16,6166.67,5.0,2081.0,0.0,4.0,667.0,small_business,TX,MORTGAGE
705,25000.0,14.09,36.0,4.79,6833.33,5.0,8811.0,0.0,8.0,677.0,home_improvement,MD,MORTGAGE
706,16000.0,6.03,36.0,14.48,7333.33,11.0,71838.0,1.0,10.0,782.0,debt_consolidation,CA,MORTGAGE
707,27000.0,18.25,36.0,22.32,8583.33,9.0,6658.0,1.0,8.0,692.0,home_improvement,SC,MORTGAGE
708,12250.0,18.75,36.0,17.21,2916.67,7.0,10523.0,0.0,7.0,667.0,debt_consolidation,LA,OWN
709,10000.0,17.77,36.0,22.6,2500.0,12.0,12938.0,2.0,4.0,667.0,debt_consolidation,AZ,RENT
710,9175.0,13.67,36.0,19.43,7083.33,8.0,25639.0,0.0,8.0,677.0,credit_card,IL,MORTGAGE
711,14075.0,15.31,36.0,25.7,4000.0,13.0,11907.0,2.0,5.0,682.0,debt_consolidation,VA,OWN
712,13100.0,18.55,36.0,23.24,7968.75,19.0,19607.0,1.0,10.0,662.0,debt_consolidation,NY,RENT
713,14675.0,8.9,36.0,14.95,4000.0,6.0,12764.0,0.0,7.0,717.0,debt_consolidation,NY,MORTGAGE
714,5000.0,11.14,36.0,2.84,3200.0,6.0,2650.0,2.0,3.0,712.0,major_purchase,FL,RENT
715,18000.0,13.11,36.0,26.54,4166.67,11.0,16680.0,0.0,10.0,672.0,debt_consolidation,OR,MORTGAGE
716,12000.0,7.62,36.0,15.1,5666.67,7.0,12094.0,0.0,10.0,777.0,debt_consolidation,CO,RENT
717,19400.0,14.33,36.0,16.15,4583.33,12.0,12434.0,0.0,7.0,682.0,debt_consolidation,MA,MORTGAGE
718,18000.0,12.12,36.0,19.29,3333.33,15.0,26573.0,0.0,10.0,667.0,debt_consolidation,IL,RENT
719,12000.0,17.77,36.0,9.84,7500.0,11.0,15866.0,0.0,7.0,667.0,debt_consolidation,NY,MORTGAGE
720,8000.0,13.11,36.0,26.11,4166.67,15.0,11500.0,0.0,1.0,677.0,debt_consolidation,MN,MORTGAGE
721,23750.0,19.72,60.0,14.22,8333.33,12.0,10549.0,3.0,2.0,712.0,debt_consolidation,CT,RENT
722,7500.0,15.58,36.0,10.74,5000.0,8.0,8257.0,0.0,2.0,697.0,debt_consolidation,VA,MORTGAGE
723,5500.0,12.69,36.0,21.24,1666.67,7.0,5056.0,1.0,1.0,682.0,debt_consolidation,OH,RENT
724,16950.0,17.27,60.0,26.62,3583.33,7.0,12588.0,3.0,10.0,712.0,debt_consolidation,OK,MORTGAGE
725,3000.0,11.14,36.0,27.74,4333.33,6.0,6346.0,0.0,5.0,717.0,major_purchase,VA,MORTGAGE
726,1600.0,13.49,36.0,12.1,3200.0,5.0,1214.0,0.0,6.0,672.0,debt_consolidation,CA,RENT
727,6000.0,7.49,36.0,14.66,5833.33,12.0,7961.0,0.0,9.0,717.0,home_improvement,NC,MORTGAGE
728,7350.0,12.12,36.0,19.85,3355.05,19.0,11626.0,3.0,10.0,697.0,debt_consolidation,CA,OWN
729,12825.0,17.77,36.0,24.41,3416.67,15.0,8539.0,1.0,10.0,672.0,debt_consolidation,CA,MORTGAGE
730,24000.0,21.0,60.0,23.69,6500.0,17.0,36555.0,3.0,6.0,687.0,debt_consolidation,OK,MORTGAGE
731,10000.0,18.49,60.0,16.47,4104.67,5.0,7597.0,0.0,5.0,697.0,debt_consolidation,FL,RENT
732,5500.0,14.33,36.0,27.83,1541.67,5.0,10481.0,1.0,5.0,677.0,debt_consolidation,WV,OWN
733,17500.0,14.72,36.0,9.3,9519.75,9.0,31279.0,0.0,10.0,697.0,debt_consolidation,CA,RENT
734,10000.0,13.11,36.0,19.01,7500.0,11.0,14426.0,1.0,9.0,682.0,credit_card,OH,MORTGAGE
735,20000.0,6.17,36.0,12.27,8083.33,13.0,29813.0,1.0,10.0,772.0,debt_consolidation,MD,MORTGAGE
736,11600.0,6.99,36.0,8.62,5833.33,8.0,2671.0,1.0,1.0,737.0,debt_consolidation,CA,RENT
737,12000.0,13.99,60.0,12.98,4166.67,8.0,2316.0,1.0,3.0,717.0,debt_consolidation,CT,RENT
738,13000.0,11.26,36.0,14.05,7666.67,8.0,9551.0,0.0,9.0,722.0,small_business,CA,MORTGAGE
739,8575.0,17.27,36.0,9.84,2500.0,6.0,8807.0,2.0,7.0,667.0,debt_consolidation,NY,RENT
740,6100.0,14.09,36.0,9.51,6666.67,10.0,5665.0,2.0,2.0,687.0,credit_card,LA,RENT
741,14000.0,15.31,36.0,14.26,5000.0,5.0,11249.0,2.0,10.0,682.0,credit_card,PA,MORTGAGE
742,10500.0,14.33,36.0,19.55,5666.67,7.0,11301.0,0.0,10.0,672.0,debt_consolidation,FL,MORTGAGE
743,19600.0,21.49,60.0,9.76,4170.0,8.0,11669.0,0.0,4.0,677.0,small_business,CA,RENT
744,15000.0,15.8,36.0,10.27,3333.33,11.0,10108.0,0.0,4.0,672.0,credit_card,NV,RENT
745,8000.0,17.27,36.0,5.28,5833.33,11.0,12484.0,1.0,10.0,727.0,other,AZ,MORTGAGE
746,20000.0,21.49,36.0,27.47,7750.0,15.0,26976.0,0.0,2.0,662.0,debt_consolidation,TX,MORTGAGE
747,11000.0,12.53,36.0,18.89,3500.0,6.0,6811.0,1.0,2.0,702.0,debt_consolidation,IL,RENT
748,6000.0,17.9,36.0,6.6,4166.67,5.0,3433.0,1.0,2.0,677.0,credit_card,MI,RENT
749,12000.0,11.14,36.0,3.11,10833.33,12.0,11941.0,0.0,2.0,707.0,debt_consolidation,CA,MORTGAGE
750,17000.0,13.11,36.0,16.92,5083.33,10.0,8890.0,0.0,7.0,692.0,debt_consolidation,CA,RENT
751,6250.0,7.9,36.0,8.45,1916.67,6.0,3295.0,0.0,1.0,722.0,debt_consolidation,IL,RENT
752,27825.0,23.76,60.0,12.86,6250.0,16.0,27093.0,1.0,4.0,667.0,debt_consolidation,CA,RENT
753,30000.0,15.31,36.0,15.42,8333.33,21.0,29060.0,1.0,8.0,682.0,debt_consolidation,NJ,RENT
754,4200.0,14.11,36.0,4.62,1558.42,6.0,2255.0,1.0,1.0,677.0,home_improvement,OH,MORTGAGE
755,3800.0,21.98,36.0,8.31,4333.33,6.0,4843.0,2.0,7.0,682.0,small_business,CA,RENT
756,2000.0,15.31,36.0,21.43,2766.67,5.0,2162.0,3.0,1.0,672.0,moving,NC,RENT
757,6000.0,14.09,36.0,24.25,4000.0,12.0,24934.0,1.0,10.0,682.0,debt_consolidation,AZ,RENT
758,21000.0,19.05,60.0,16.24,8416.67,8.0,8764.0,2.0,5.0,687.0,debt_consolidation,TX,RENT
759,2500.0,13.49,36.0,6.24,5416.67,8.0,15373.0,0.0,6.0,682.0,credit_card,NY,RENT
760,2400.0,16.77,36.0,17.0,2700.0,3.0,3418.0,1.0,3.0,692.0,other,WA,RENT
761,13000.0,10.74,36.0,15.46,2166.67,4.0,11101.0,0.0,3.0,722.0,credit_card,CA,RENT
762,4800.0,14.65,36.0,13.9,5000.0,8.0,7391.0,0.0,2.0,667.0,credit_card,HI,RENT
763,17475.0,9.91,36.0,17.76,3333.33,15.0,17261.0,1.0,2.0,732.0,credit_card,NJ,RENT
764,16450.0,21.97,60.0,25.59,2833.33,23.0,12670.0,2.0,5.0,672.0,debt_consolidation,PA,MORTGAGE
765,14000.0,14.65,36.0,3.47,8750.0,6.0,9035.0,1.0,10.0,682.0,debt_consolidation,CA,MORTGAGE
766,2500.0,17.27,36.0,11.34,5833.33,8.0,14122.0,0.0,8.0,667.0,other,OH,MORTGAGE
767,8000.0,18.49,36.0,14.45,4166.67,10.0,9425.0,2.0,4.0,662.0,debt_consolidation,VA,RENT
768,5000.0,12.53,36.0,21.49,3108.33,8.0,0.0,0.0,2.0,707.0,debt_consolidation,FL,RENT
769,15000.0,13.11,36.0,12.78,9000.0,19.0,11016.0,0.0,1.0,692.0,debt_consolidation,MA,RENT
770,25000.0,12.69,60.0,3.83,22916.67,13.0,34069.0,0.0,10.0,722.0,wedding,NY,MORTGAGE
771,3000.0,8.9,36.0,32.0,1000.0,7.0,9730.0,0.0,5.0,702.0,debt_consolidation,FL,RENT
772,6000.0,7.9,36.0,33.64,4116.67,16.0,33746.0,0.0,1.0,707.0,credit_card,WI,RENT
773,7800.0,10.65,36.0,7.15,4000.0,6.0,11063.0,2.0,9.0,722.0,debt_consolidation,CO,MORTGAGE
774,25000.0,7.9,36.0,18.66,7083.33,17.0,47504.0,0.0,9.0,712.0,debt_consolidation,MI,MORTGAGE
775,18500.0,15.33,36.0,5.24,7500.0,8.0,22379.0,0.0,1.0,662.0,credit_card,NY,RENT
776,12000.0,12.99,60.0,16.67,9166.67,11.0,25165.0,0.0,2.0,712.0,home_improvement,GA,MORTGAGE
777,5000.0,15.99,36.0,5.26,2416.67,5.0,1620.0,0.0,6.0,667.0,debt_consolidation,AL,MORTGAGE
778,2500.0,10.59,60.0,2.15,3958.0,4.0,3417.0,0.0,2.0,747.0,other,MD,OWN
779,16000.0,16.29,60.0,5.76,5083.33,7.0,8729.0,1.0,10.0,712.0,debt_consolidation,NC,MORTGAGE
780,25000.0,15.31,60.0,3.98,5666.67,6.0,11079.0,0.0,3.0,747.0,debt_consolidation,NY,RENT
781,2000.0,16.89,36.0,11.91,3400.0,3.0,747.0,3.0,10.0,662.0,other,AR,RENT
782,2200.0,10.16,36.0,24.15,3400.0,6.0,1453.0,0.0,5.0,732.0,major_purchase,GA,MORTGAGE
783,14000.0,10.25,36.0,9.26,8333.33,8.0,40267.0,1.0,10.0,732.0,debt_consolidation,GA,MORTGAGE
784,3000.0,13.11,36.0,32.21,2583.33,13.0,6683.0,0.0,1.0,672.0,debt_consolidation,SD,MORTGAGE
785,11425.0,9.91,36.0,19.47,4750.0,9.0,6359.0,3.0,8.0,732.0,debt_consolidation,FL,MORTGAGE
786,17325.0,17.27,60.0,30.24,3750.0,13.0,31362.0,1.0,9.0,707.0,debt_consolidation,CA,RENT
787,5425.0,8.49,36.0,21.16,6333.33,21.0,25996.0,3.0,10.0,732.0,debt_consolidation,WV,MORTGAGE
788,20000.0,22.78,60.0,1.63,12500.0,5.0,5407.0,0.0,5.0,667.0,debt_consolidation,CA,RENT
789,3300.0,11.71,36.0,4.16,3730.0,7.0,3675.0,1.0,1.0,702.0,car,FL,RENT
790,2000.0,17.27,36.0,20.51,3750.0,10.0,1371.0,1.0,7.0,672.0,home_improvement,GA,MORTGAGE
791,26500.0,13.11,36.0,13.99,5833.33,8.0,64504.0,2.0,5.0,747.0,home_improvement,CA,RENT
792,17975.0,18.55,36.0,18.55,4833.33,10.0,17448.0,0.0,7.0,672.0,debt_consolidation,FL,RENT
793,15000.0,13.47,36.0,14.06,4458.33,15.0,7701.0,1.0,6.0,702.0,debt_consolidation,NY,RENT
794,16400.0,13.99,60.0,23.6,3500.0,11.0,16693.0,1.0,5.0,727.0,debt_consolidation,FL,RENT
795,13500.0,13.99,60.0,12.59,8833.33,11.0,18978.0,0.0,2.0,702.0,debt_consolidation,OR,MORTGAGE
796,12000.0,15.27,36.0,3.9,7083.33,7.0,6040.0,1.0,2.0,672.0,debt_consolidation,AZ,RENT
797,16750.0,21.48,60.0,21.88,2833.33,12.0,7903.0,0.0,3.0,667.0,debt_consolidation,HI,RENT
798,8000.0,12.18,36.0,1.24,1125.0,2.0,707.0,0.0,2.0,747.0,major_purchase,MA,RENT
799,10000.0,9.76,36.0,14.08,5416.67,8.0,10560.0,0.0,3.0,712.0,debt_consolidation,LA,MORTGAGE
800,10000.0,15.21,36.0,10.93,7083.0,13.0,11890.0,0.0,3.0,672.0,debt_consolidation,CA,RENT
801,5525.0,13.85,36.0,21.03,6620.0,8.0,37573.0,2.0,10.0,722.0,credit_card,CA,MORTGAGE
802,17200.0,19.69,60.0,9.95,3666.67,4.0,2117.0,3.0,2.0,707.0,home_improvement,CO,RENT
803,19600.0,16.29,36.0,29.38,4166.67,17.0,22053.0,1.0,3.0,682.0,other,NY,RENT
804,4000.0,11.48,36.0,22.93,3833.33,9.0,0.0,0.0,2.0,717.0,debt_consolidation,TX,MORTGAGE
805,13000.0,13.11,36.0,10.58,5000.0,3.0,11090.0,1.0,1.0,737.0,debt_consolidation,NH,RENT
806,8000.0,9.63,36.0,0.24,4250.0,4.0,132.0,3.0,5.0,792.0,house,KS,RENT
807,25000.0,10.08,36.0,10.42,7916.67,23.0,16386.0,0.0,4.0,757.0,home_improvement,MA,MORTGAGE
808,20000.0,10.25,36.0,11.35,7083.33,14.0,18196.0,0.0,3.0,752.0,wedding,NY,RENT
809,27575.0,17.27,60.0,18.28,7833.33,20.0,28055.0,2.0,7.0,682.0,debt_consolidation,WA,MORTGAGE
810,24000.0,14.33,36.0,15.86,7500.0,5.0,2426.0,0.0,10.0,672.0,debt_consolidation,CA,MORTGAGE
811,7000.0,18.49,36.0,15.92,5000.0,11.0,13665.0,1.0,5.0,662.0,wedding,IL,RENT
812,12000.0,16.77,60.0,10.71,3500.0,6.0,26874.0,0.0,10.0,687.0,debt_consolidation,MD,MORTGAGE
813,14000.0,19.03,60.0,13.52,3616.0,9.0,13923.0,0.0,2.0,672.0,debt_consolidation,CA,MORTGAGE
814,10000.0,11.14,36.0,12.92,2500.0,8.0,14257.0,0.0,3.0,727.0,debt_consolidation,CA,RENT
815,7750.0,6.03,36.0,22.01,4766.67,14.0,4667.0,3.0,6.0,782.0,debt_consolidation,CO,RENT
816,15000.0,13.67,36.0,17.19,3333.33,8.0,10820.0,0.0,5.0,692.0,debt_consolidation,TX,OWN
817,15000.0,11.86,36.0,12.2,5000.0,9.0,3470.0,3.0,10.0,707.0,debt_consolidation,AR,MORTGAGE
818,25000.0,15.31,36.0,13.0,5416.67,10.0,22824.0,0.0,6.0,687.0,debt_consolidation,CA,RENT
819,15000.0,14.91,60.0,8.08,4407.0,8.0,15818.0,1.0,5.0,722.0,debt_consolidation,NC,MORTGAGE
820,5000.0,16.29,36.0,16.06,8750.0,12.0,19598.0,1.0,2.0,662.0,debt_consolidation,CT,MORTGAGE
821,5000.0,12.98,36.0,17.29,3250.0,18.0,4656.0,0.0,3.0,667.0,wedding,PA,MORTGAGE
822,35000.0,15.31,36.0,15.0,6666.67,22.0,33472.0,0.0,10.0,682.0,debt_consolidation,NJ,RENT
823,7500.0,15.37,36.0,17.5,5000.0,11.0,16422.0,0.0,1.0,677.0,debt_consolidation,CA,OWN
824,25000.0,10.36,60.0,16.26,3333.33,6.0,22713.0,1.0,10.0,767.0,home_improvement,CA,MORTGAGE
825,3800.0,11.12,36.0,15.45,5416.67,11.0,9266.0,0.0,10.0,702.0,major_purchase,PA,MORTGAGE
